link,title,duration,soap,date,category,parentid,part,total,channel
"=HYPERLINK(""https://youtu.be/_Zq-DnCwYNo"", ""Link"")",Liz tells Audrey she was raped,0:08:58,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/ZL43VVZPZng"", ""Link"")",Liz and Lucky share their first kiss,0:01:49,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/5T9EvJhn6fA"", ""Link"")",Liz dances with Lucky and Nikolas,0:08:55,GH,01/01/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/xNmQWGyE1dc"", ""Link"")",Lucky and Liz Nurses Ball 1998,0:10:18,GH,01/01/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/PRgAzsr8rzQ"", ""Link"")",Liz offers Lucky a place to stay,0:05:38,GH,01/01/1998,A,P_033f49ba,1,2,gasux216
"=HYPERLINK(""https://youtu.be/w_mRSD1DCNw"", ""Link"")",Liz offers Lucky a place to stay,0:06:02,GH,01/01/1998,A,P_033f49ba,2,2,gasux216
"=HYPERLINK(""https://youtu.be/qBQzc7o_BWw"", ""Link"")",Liz and Lucky after Tom reveal,0:08:32,GH,01/01/1998,A,P_2b8f27f5,1,2,gasux216
"=HYPERLINK(""https://youtu.be/LmJ3u2-aSPc"", ""Link"")",Liz and Lucky after Tom reveal,0:02:47,GH,01/01/1998,A,P_2b8f27f5,2,2,gasux216
"=HYPERLINK(""https://youtu.be/jn3XZI0jer8"", ""Link"")",Liz sneaks into Mr. Murty's home,0:07:30,GH,01/01/1998,A,P_7031fd87,1,2,gasux216
"=HYPERLINK(""https://youtu.be/9Qk0VqpiUB8"", ""Link"")",Liz sneaks into Mr. Murty's home,0:03:15,GH,01/01/1998,A,P_7031fd87,2,2,gasux216
"=HYPERLINK(""https://youtu.be/r5T2YAvpe38"", ""Link"")",Bobbie advises Liz to get tested for HIV,0:10:07,GH,01/01/1998,A,P_ab8a423d,1,2,gasux216
"=HYPERLINK(""https://youtu.be/Iea-E_0e2U8"", ""Link"")",Bobbie advises Liz to get tested for HIV,0:05:50,GH,01/01/1998,A,P_ab8a423d,2,2,gasux216
"=HYPERLINK(""https://youtu.be/FzR7r0rKtt4"", ""Link"")",Liz asks Lucky to the school Valentine's Dance,0:10:18,GH,01/01/1998,A,P_b68ade35,1,2,gasux216
"=HYPERLINK(""https://youtu.be/ZK7dmqaJhNA"", ""Link"")",Liz asks Lucky to the school Valentine's Dance,0:09:46,GH,01/01/1998,A,P_b68ade35,2,2,gasux216
"=HYPERLINK(""https://youtu.be/Qpxe2-8QjaQ"", ""Link"")",Elizbeth's rape,0:10:00,GH,01/01/1998,A,P_b83a9d36,1,3,gasux216
"=HYPERLINK(""https://youtu.be/b-xDid6MSeo"", ""Link"")",Elizbeth's rape,0:09:48,GH,01/01/1998,A,P_b83a9d36,2,3,gasux216
"=HYPERLINK(""https://youtu.be/erVMSRA9oNU"", ""Link"")",Elizbeth's rape,0:05:51,GH,01/01/1998,A,P_b83a9d36,3,3,gasux216
"=HYPERLINK(""https://youtu.be/zoGmvlGGQGg"", ""Link"")",Episode - Carly Tells Bobbie She Is Her Daughter,3:10:51,GH,02/03/1998,A,,1,1,ilovesoaps
"=HYPERLINK(""https://youtu.be/Cr48TijeOF4"", ""Link"")",1998: AMC and GH Promos,0:01:30,GH,02/16/1998,B,,1,1,disabled1955
"=HYPERLINK(""https://youtu.be/RH-c6q0woN8"", ""Link"")",Closing,0:00:40,GH,02/26/1998,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/rmWGKd6bDBA"", ""Link"")",Opening Credits,0:01:36,GH,02/26/1998,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/qeRtHjx23PQ"", ""Link"")",Episode content,0:09:38,GH,02/26/1998,A,P_184e0b63,1,4,carmaker1
"=HYPERLINK(""https://youtu.be/y8TjWxgf_v8"", ""Link"")",Episode content,0:10:18,GH,02/26/1998,A,P_184e0b63,2,4,carmaker1
"=HYPERLINK(""https://youtu.be/QZXApbG4ebc"", ""Link"")",Episode content,0:10:10,GH,02/26/1998,A,P_184e0b63,3,4,carmaker1
"=HYPERLINK(""https://youtu.be/vxO42Cg4rJw"", ""Link"")",Episode content,0:06:34,GH,02/26/1998,A,P_184e0b63,4,4,carmaker1
"=HYPERLINK(""https://youtu.be/JZaXPj7xNMQ"", ""Link"")",Episode content,0:10:08,GH,03/06/1998,A,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/yurTbvzKcw4"", ""Link"")",Liz gives her statment about the rape,0:09:20,GH,03/12/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/uzQHhvvLdQA"", ""Link"")",Previously On promo,0:02:56,GH,03/31/1998,A,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/4fkONe5gV2s"", ""Link"")",Opening Credits,0:00:23,GH,03/31/1998,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/3saIi2z1ScI"", ""Link"")",Opening Credits-FotH(Update),0:01:49,GH,04/01/1998,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/ARgjbIQjrIg"", ""Link"")",Opening Credits,0:00:44,GH,04/01/1998,B,,1,1,carmaker1
"=HYPERLINK(""https://youtu.be/EGKISLzIJnc"", ""Link"")",Lucky and Liz talk about Laur,0:09:49,GH,05/07/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/keNBm9LOW-k"", ""Link"")",Lucky Watches Over Li,0:03:41,GH,05/07/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/685Px2HOe_8"", ""Link"")",Lucky Tells Liz His Fears of Being Like Luke,0:06:14,GH,06/01/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/I-W3ZNNdYMA"", ""Link"")",Lucky confides in Liz about Laura,0:04:18,GH,06/01/1998,A,P_a216f391,1,2,gasux216
"=HYPERLINK(""https://youtu.be/J3tEvIHDTQg"", ""Link"")",Lucky confides in Liz about Laura,0:02:01,GH,06/01/1998,A,P_a216f391,2,2,gasux216
"=HYPERLINK(""https://youtu.be/l_bQ60RTk2E"", ""Link"")",Liz worries being known as rape victim,0:05:14,GH,06/26/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/FsPjFIk47vM"", ""Link"")",Lucky apologizes to Liz after trying to kiss her,0:02:32,GH,06/30/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/5qcnRAJnQoo"", ""Link"")",Lucky gets protective of Liz with Mr. Murty,0:03:18,GH,06/30/1998,A,,1,1,gasux216
"=HYPERLINK(""https://youtu.be/FaAbub1qoAM"", ""Link"")",Liz and Lucky at the Boxca,0:04:46,GH,07/06/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/4tdApiT-BIE"", ""Link"")",Lucky and Liz 7-15-1998 'For You I'll Try',0:05:13,GH,07/15/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/AP1OIKBbUro"", ""Link"")",Lucky and Liz Mixed Tape Mix Up,0:08:15,GH,07/17/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/IlWjs4LTrik"", ""Link"")",Liz and Lucky at Mac and Felicia's Wedding,0:05:22,GH,07/27/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/yEZzQbMV6kc"", ""Link"")",Lucky and Liz ~ Case Close,0:09:23,GH,07/30/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/3BMHpHF6Lic"", ""Link"")",Lucky and Liz ~ Liz Destroys Her Room,0:07:40,GH,08/31/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/F30rRGWz618"", ""Link"")",Lucky and Elizabeth ~ I Know You,0:03:33,GH,09/01/1998,A,,1,1,jonobeckyll2
"=HYPERLINK(""https://youtu.be/pjjnGzYlqA8"", ""Link"")",Lucky and Liz at the No Nam,0:06:06,GH,09/07/1998,A,,1,1,jonobeckyll2
